Name,Interests,Cluster,Journey Frequency
Roger Etkin,"pets,sports,culture",172,61
Kim Chiquito,"adventure,politics,movie",205,167
Anna Mounts,"food,movie,fashion,pets,sports,joke",348,435
Romona Peterson,"pets,joke,food,adventure,science",106,815
Kathleen Holden,"food,adventure",54,250
Jack Jackson,"culture,joke,sports",213,912
Nathan Blackburn,"sports,joke,science,movie",153,452
Patrick Smith,movie,11,337
Kenneth Haug,food,24,422
Rosemary Cole,"joke,adventure,culture,food",216,492
Robert Gaudin,food,24,897
Dennis Padel,"science,food,fashion,politics,adventure,movie",278,948
Jason Marvin,"pets,science,politics,culture,sports,fashion,movie",492,750
Archie Holland,"sports,adventure,movie",170,953
Laura Marrow,"food,movie",63,693
Sharon Swihart,culture,15,672
Joaquin Falcone,"food,culture,politics,adventure,joke,pets,sports",227,458
Marion Fortman,"fashion,politics,adventure,sports,movie",323,67
Michael Hodge,"food,science,joke,culture,sports",392,586
John Adams,"adventure,food",54,512
Jesse Holcombe,"movie,adventure,sports,politics,pets",584,567
Vicki Knapp,"movie,sports,food,culture,politics,fashion",116,796
Wesley King,"food,culture,science,politics,adventure,fashion,pets",498,213
Maria Orr,"movie,politics,adventure,culture",521,674
John Vierra,food,24,828
Jerrod Debernardi,"politics,sports,science,pets,culture,food",522,784
John Buffkin,"food,joke,science,adventure",366,251
Grace Thomas,"joke,adventure",58,100
Lisa Menges,"adventure,sports",123,165
Janice Soriano,"joke,fashion,sports,food,science",148,221
Philip Berube,"politics,food,pets",174,93
Josephine Pillar,"culture,joke,food,science,movie,fashion",565,629
Adam Gable,"fashion,food",76,916
Delores Mori,"culture,joke,adventure,politics,sports,pets,fashion",508,787
Jessica Mckeever,"politics,fashion,sports,pets",555,375
Lucy Freeman,"joke,politics,adventure",233,775
Helen Mann,"movie,adventure,joke,pets",212,216
Danny Mann,"sports,politics,food",234,227
Nicholas Sellers,"sports,politics,food,adventure,science,pets,culture",104,21
Marisa Saran,food,24,940
Janita Hendricks,"food,culture,joke,fashion,sports",450,794
Bernard Salmon,"adventure,movie,politics,food,culture",47,256
Michael Daniel,"science,pets,adventure",222,272
Sheila Travis,"food,pets,science,sports,joke,culture,politics",256,243
Raymond Vest,"science,culture,movie,adventure",281,756
Susan Carver,pets,18,837
Penelope Simmons,"sports,fashion,movie,politics",574,92
Ralph Christensen,"fashion,sports,politics,pets,adventure,science",118,543
Douglas Jimenez,joke,14,988
Roberta Griffith,"politics,adventure,movie,joke,sports,pets",539,489
Robert Corliss,"politics,pets,culture,movie,science,sports",121,926
Joyce Reed,"fashion,culture,science,movie,politics,pets,sports",492,618
Agnes Moser,"movie,fashion,food,politics,joke,culture",13,542
Kyle Miller,"science,food",85,902
Deborah Brookshire,pets,18,730
Sara Eubank,"movie,culture",67,40
Cecelia Tweed,movie,11,260
Merry Wilburn,"joke,movie,science,food,politics",493,458
Robert Winesett,"fashion,joke,food,pets,science,culture",528,836
Earl Geer,"politics,culture,science,joke",105,230
James Carpenter,"science,culture,food,fashion,politics",163,533
Richard Gutierrez,"science,joke,food,politics,sports",272,982
Christopher Zayas,"sports,joke,movie",280,773
Richard Kalhorn,"fashion,science,culture,movie",361,693
Angelo Witt,"politics,sports",113,180
Peter Zinger,"politics,culture,movie,joke,food",597,119
Bernice Johnson,"food,sports,joke,culture,politics,movie,fashion",396,136
Maria Connell,"science,joke,sports",71,158
Kayla Haas,"culture,fashion,politics,sports",374,114
Maria Driggers,"science,pets,food",62,990
James Torres,"politics,pets",53,950
James Jones,"food,science,politics",253,625
Jesse Kay,"culture,joke",45,339
Lyle Berard,adventure,26,938
Jennifer Sackal,"joke,movie,adventure,politics,fashion,pets",271,384
Michael Jennrich,pets,18,778
Freddie Wright,"politics,fashion,culture",136,877
Abraham Jones,"food,adventure,sports,culture,science,pets,politics",104,903
Van Hopper,"movie,pets,fashion",283,395
Catherine Price,"politics,sports,science,pets,joke",567,356
Joe King,"fashion,adventure",119,424
Florence Caudill,"pets,fashion,culture,food,movie,adventure",64,167
Mary Goleman,"politics,fashion,food,joke,movie,pets,sports",12,310
Steven Spurlock,"pets,science,food",62,309
Judy Mentzer,"science,food,sports",169,86
Steven Hall,fashion,9,902
Harriet Snyder,"politics,movie,culture,pets,joke,science,sports",193,86
Mathew Bayliff,"politics,movie,science,food,joke,fashion",554,277
David Viloria,"adventure,sports,science,fashion,food,movie",481,758
Daniel Wilson,"sports,culture,pets",172,661
Jose Patterson,"movie,pets,culture",196,163
Brenda Haight,"politics,adventure,movie",205,412
Carrie Swinson,"politics,adventure,sports,movie,joke,culture",516,827
Gertie Holsinger,"sports,science,fashion,movie",466,552
Harold Goodman,"sports,adventure,science,joke,politics,pets,culture",472,928
Andre Sosa,"food,joke,fashion,sports,movie",79,493
Amy Conder,"politics,adventure,food,sports,joke,fashion",28,436
Jose Congress,"pets,joke,adventure,politics,fashion,sports,food",304,700
Audrey Broussard,"fashion,adventure,politics",82,652
Jose Jones,"pets,movie,culture,sports,science,joke,food",413,131
Christi Smith,"science,fashion,politics,sports,culture,movie,food",116,213
Joseph Wahlman,"fashion,science",52,22
Irma Kirtland,"fashion,food,science,pets,adventure",342,686
Marty Anderson,science,35,230
James Kelley,"pets,food,sports,culture,science",265,884
Jennifer Weaver,"science,food,pets",62,589
Grant Gooden,"science,fashion,adventure,pets",347,687
Tyra Albright,"joke,science",90,110
Kathleen Crump,adventure,26,825
Stan Smith,"sports,science",60,788
Shane Hatcher,"pets,joke,culture,science,sports",513,249
Stephen Vaughn,"pets,movie,sports,politics,culture,adventure,fashion",2,501
Ann Jones,culture,15,698
Ellen Fleming,"adventure,joke,movie,sports",357,788
Gerald Thompson,"food,movie,joke",298,414
Christopher Dong,"adventure,pets",115,130
Barbara Rush,"culture,politics",68,77
Bertha Schlueter,"politics,pets,food,sports,adventure,fashion,joke",304,954
Ricardo Feeney,"joke,food",99,176
Carson Bryson,"adventure,pets,joke",179,892
Misty Alberry,"fashion,culture,joke,science",176,57
Elias Rosati,"science,adventure,food,sports,politics,joke",414,648
Matthew Wenger,"pets,science",87,783
Tod Peebles,"politics,fashion,pets",236,500
Shirley Reeks,"pets,food,sports,movie,politics,joke",12,529
Timothy Feth,"politics,food,sports,science,culture,pets",522,956
Rose Mireles,"food,sports,politics,fashion,adventure,movie",55,141
Frank Braxton,"science,food,pets,culture",408,964
Sandra Mcgraw,"food,sports,pets,politics",599,29
Lydia Knowles,"pets,science,joke,food,culture,adventure",528,461
Jodi Goodie,"adventure,science,fashion,pets,movie,politics,food",188,876
Patricia Legace,"culture,fashion,politics,pets,joke,movie",83,219
Debbie Masseria,"movie,politics",120,508
Easter Ortiz,"adventure,sports",123,679
Cindy Parra,"adventure,science,culture,sports,fashion",214,523
Mark Cox,"food,pets,fashion,culture,movie,joke",307,549
Hanna Savage,"science,culture,pets,joke,fashion,politics",38,581
Melissa Lugo,"joke,adventure,movie,politics,pets",542,459
Patricia Helm,"movie,joke",41,321
Linda Stewart,"science,adventure,joke,pets,politics,culture,fashion",38,833
Leonardo Leach,sports,8,131
Edyth Parks,"sports,food",57,237
Michael Mckinney,"fashion,pets",95,731
Lacey Bray,"movie,politics,science,adventure",145,263
Ebony Mckennon,"politics,joke,movie,food,pets,sports,fashion",12,898
Mary Mayfield,"food,pets,politics,fashion,sports,movie,adventure",424,463
Micheal Reeder,movie,11,566
Cecil Salter,"food,fashion,science,politics",562,40
Sheila Caballero,politics,20,888
Kimi Wilson,"politics,joke,culture",269,40
Kelly Cravens,culture,15,142
Charles Rodriguez,"pets,fashion,politics,culture,food,science",33,601
Richard Brevard,"adventure,food,politics,fashion,culture,science",339,689
Margaret Cusimano,"politics,science,food",253,997
Laura Moldrem,"politics,culture,joke",269,330
Michael Gibson,"culture,food,movie,joke,adventure",579,148
Latoya Schroepfer,"adventure,movie",29,862
Kurtis West,sports,8,762
Beverly Rice,"fashion,culture",30,32
John Carpentier,"politics,culture,sports,pets",258,985
Richard Blish,"food,movie,sports",204,190
Rayna Whitfield,"adventure,politics,fashion,joke,science",407,933
Chelsea Rodriguez,science,35,480
Jon Dixon,"movie,politics,adventure",205,824
Joanne Ryder,sports,8,650
Molly Leray,"science,politics,sports,joke,adventure,culture,food",590,949
Kevin Johnson,"adventure,joke,science,movie,culture",471,579
Cody Sawyer,"politics,science,joke,fashion",595,38
Son Robinette,politics,20,366
Nancy Ponder,"food,adventure",54,320
Paul Benson,"culture,fashion,adventure,sports",431,671
Herman Houston,"science,joke",90,943
Jonathan Erwin,sports,8,61
Robert Renaud,"science,politics,food",253,583
Houston Mccarver,"food,joke,science,culture,pets,politics",442,965
Dorothy Kelly,"culture,sports,politics,adventure",404,571
Celeste Downey,"pets,science",87,50
Sharon Tillett,adventure,26,556
Sylvia Deshaw,"food,adventure,pets,sports,joke",69,781
Pamela Mcgowan,"joke,science,sports",71,350
Barbara Stapleton,"movie,joke,sports,politics,science",589,773
Helen Vaughn,"adventure,sports,politics,culture",404,161
Harold Fox,"pets,sports",49,829
Rick Davidson,"science,pets,adventure",222,562
Russell Gray,"adventure,politics,science",326,794
Michael Desmarais,food,24,80
Bernie Hawkins,"movie,pets,joke",235,586
Scott Narro,"joke,sports,politics,pets,culture",282,314
Daniel Gerber,"fashion,adventure,science,food,joke,pets,culture",528,375
Dorothy Miranda,"pets,sports,joke",267,207
Mary Kimbrough,"fashion,culture",30,674
Paul Owen,"pets,adventure,science,culture,fashion,joke,sports",184,65
Cynthia Thomas,"food,adventure,politics,pets,science,movie",534,347
Merlin Shelton,sports,8,383
Louie Smith,"food,politics,fashion,pets",350,98
Stephanie Deville,"adventure,politics,science,sports,joke,culture,pets",472,956
Vivian Mason,sports,8,367
Julio Gilliam,pets,18,116
Christie Klein,"science,fashion,sports,adventure,joke",1,295
Dorothy Meza,"culture,joke,movie,adventure",211,428
Brandi Woodruff,"food,politics",43,858
Daniel Talbot,"sports,adventure,movie,culture,food,pets,politics",317,78
Sunny Thomas,"adventure,food,fashion,sports,pets",342,849
Susan Rosado,joke,14,84
Eva Rees,"science,politics,sports,movie,culture",36,59
Jeffrey Sedgwick,"science,sports,adventure,fashion",446,695
Daniel Haynes,"pets,adventure,food,sports,science",342,345
Brian Hancock,"food,culture,movie,pets,adventure",64,611
Betty West,"fashion,movie,politics,science,joke,food",554,727
Nicholas Tyler,"politics,sports",113,83
Ronald Ladue,"adventure,movie",29,182
Imogene Pedroza,movie,11,938
Manuel Rosen,"science,fashion,adventure,food,movie,sports",481,454
Stephanie Morelock,pets,18,12
Mary Sturtz,"joke,politics,fashion",294,230
Sonia Vickery,"pets,science,joke,food,sports",23,648
Daniel Fujihara,"politics,joke,pets",300,661
Craig Beaver,"culture,science,adventure,movie,food",582,272
Nicholas Glover,"movie,food,science,culture",536,606
Shawnda Ryan,"sports,pets,food,science,fashion,adventure",342,722
William Holguin,"adventure,fashion,sports,joke",178,769
Kevin Eisele,"fashion,sports,science,movie,culture",165,83
Anthony Edmonson,"joke,fashion,culture,adventure,pets",586,593
George Payne,"science,food,politics,joke,sports,fashion",148,311
Lorraine Marrs,"culture,food,adventure",244,78
Jerry Wenzel,food,24,940
Tina Perez,"culture,politics,pets,adventure,fashion",183,432
Christene Pro,"joke,science,movie,food,sports",160,780
Esperanza Rigby,"adventure,pets,food",186,568
Stephen Mclin,"food,movie,fashion,culture",448,967
Thomas Mitchiner,"pets,food,joke,sports",139,92
Earl Brazil,"pets,joke,adventure,culture,movie,politics",166,239
Claudine Kim,"fashion,science,joke,culture,sports,adventure",485,458
Armando Fisk,"politics,science,culture,fashion",337,260
Janice Crawford,"adventure,movie,food,culture,pets,politics",249,915
Amy Lannier,"food,pets",32,579
James Farrell,"adventure,culture",133,267
Gina Ortiz,"culture,sports,fashion,politics,food,pets",549,140
Cathy Daniels,"adventure,food",54,482
Gail Baldwin,"joke,adventure",58,920
Sylvia Uvalle,"food,politics,fashion,movie,pets,adventure",188,26
Jonathon Lewis,"culture,sports",56,233
Kristi Lisk,"politics,culture,food,adventure",400,799
Karen Rinehart,"joke,movie,science",210,668
Kari Jones,"joke,adventure,science,pets,food,fashion",429,270
Joshua Brown,"sports,pets,joke",267,879
Julius Metzger,"pets,culture,adventure",42,228
John Vogel,"joke,politics,movie,pets,sports,food",12,577
Suzanne Gibbons,"politics,fashion,adventure",82,913
Molly Spraggins,"sports,food",57,321
Curtis Perez,"pets,adventure,food,politics,joke",106,19
Raymond Scott,"fashion,culture,sports",98,578
Donald Villalobos,"fashion,politics,sports,movie",574,252
Brittany Houpe,"culture,sports",56,192
Gerald Anderson,joke,14,160
James Morris,"science,adventure,politics,movie,fashion,food,joke",278,868
Betty Ramsey,"science,joke,adventure",302,427
Samuel Roberts,"pets,culture,science,sports",202,397
Merrill Ashley,"food,joke,politics",219,526
Marjorie Sherman,"politics,adventure,culture",345,92
Mary Hedges,"adventure,food",54,742
Drew Polite,"science,joke",90,817
Rodney Valdez,"culture,food,politics,science,joke",295,528
Joan Sughrue,sports,8,866
Chuck Quintana,"pets,fashion,culture",207,737
Roy Adam,"adventure,sports,science",206,1000
Lorenzo Thompson,"fashion,joke,food",274,862
Gary Lovejoy,"culture,fashion",30,202
Cory Payson,"adventure,joke,science,movie,pets,culture",21,197
Brian Hughes,"politics,joke,science,movie,fashion,sports,culture",439,568
Jill Damron,"culture,pets,politics,movie",521,826
Jessie Christian,"fashion,science,sports,food",494,367
Ramon Boyd,"fashion,sports",48,223
Wendy Brank,"culture,food,movie,science",536,911
Edna Cook,"joke,pets",93,648
Kathleen Robertson,fashion,9,24
Bruce Salo,fashion,9,843
Oliver Gilbert,"movie,food,sports,culture,politics",451,222
Helen Leyba,"science,adventure",10,470
Patricia Sundahl,"politics,pets,culture,science,joke,movie",354,183
Irma Tate,"science,sports,joke,adventure,food",463,498
Ana Borkowski,"food,politics,joke,fashion,culture",295,626
Andrea Heath,"politics,movie",120,830
Justin Almeda,"science,culture,politics,fashion,sports,pets,joke",279,644
Douglas Brown,"food,adventure,movie",232,19
Eva Davidson,"culture,sports,politics,adventure,pets,food,movie",317,551
Beverly Vanderford,"movie,science,fashion,pets,culture",126,821
Roselee Faulkner,"sports,fashion",48,343
John Louis,"science,sports,pets,adventure,joke",167,708
Della Brennan,pets,18,261
Donald Corum,"fashion,pets,adventure,movie,science,culture,politics",465,414
Susanne Kovach,"culture,movie,sports,joke",74,252
William Smith,"food,joke,pets",257,543
Carla White,food,24,647
Connie Collins,"fashion,food,joke,adventure,movie,politics",278,383
Chad Pierson,"politics,food",43,742
Jennifer Thomas,food,24,450
William Boone,"movie,fashion,food,adventure,joke,culture,pets",512,667
Gary Maze,"sports,fashion,culture,food",173,319
Christine Reed,"pets,culture,joke,food,fashion",468,872
Merrill Lindemann,"adventure,food,sports,culture",426,569
Ilana Howard,"fashion,politics,movie,pets,adventure",372,749
Carroll Hellard,"science,adventure,fashion,joke",407,290
Brittany Valley,"politics,movie,joke,pets,adventure,food",44,333
Randall Bain,"sports,politics,joke,pets,movie,adventure,science",423,805
Lillie Blaine,"culture,pets,fashion,food,movie,politics",341,947
Edwin Gonzalez,"fashion,science,culture,adventure,pets",524,242
Kelly Clarke,"joke,sports,fashion",128,120
Adrianne Heuschkel,"pets,sports,movie,joke,fashion,culture,adventure",548,583
Katherine Jarvis,"pets,fashion",95,518
Frances Horn,"fashion,pets,science,joke,adventure,movie",271,813
Mandi Mcintosh,"science,food",85,664
Mary Thompson,"culture,fashion",30,27
Cecil Webb,"pets,fashion,science,movie,politics,food",577,188
Rafael Zuchelkowski,"fashion,science,sports,culture,movie",165,418
James Aversano,politics,20,244
Karen Guy,"science,sports,pets,joke,adventure,food,fashion",386,269
Heather Nash,"culture,movie",67,396
Edith Gaines,movie,11,216
William Smith,"science,pets",87,614
Michael Hunt,"pets,food,joke,politics,culture,science,fashion",442,78
Tyler Thomas,food,24,391
Anna Lee,"sports,adventure",123,379
